,prompt,classes,answer_index
159,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not unreasonably, he asked for payment in advance. Unreasonably, he did not ask for payment in advance. Answer:","[' contradiction',' entailment',' neutral']",0
160,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not unreasonably, he asked for payment in advance. Unreasonably, he asked for payment in advance. Answer:","[' contradiction',' entailment',' neutral']",0
161,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not unreasonably, he asked for payment in advance. Reasonably, he asked for payment in advance. Answer:","[' contradiction',' entailment',' neutral']",1
162,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not unreasonably, he asked for payment in advance. Reasonably, he did not ask for payment in advance. Answer:","[' contradiction',' entailment',' neutral']",0
163,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not surprisingly, they didn't want any part of it. Surprisingly, they didn't want any part of it. Answer:","[' contradiction',' entailment',' neutral']",0
164,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not surprisingly, they didn't want any part of it. Surprisingly, they wanted some part of it. Answer:","[' contradiction',' entailment',' neutral']",0
165,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not surprisingly, they didn't want any part of it. Not unsurprisingly, they didn't want any part of it. Answer:","[' contradiction',' entailment',' neutral']",0
166,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not surprisingly, they didn't want any part of it. Not surprisingly, they wanted some part of it. Answer:","[' contradiction',' entailment',' neutral']",0
167,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not at any stage of the proceedings did she contemplate giving up. She did not contemplate giving up at any stage of the proceedings. Answer:","[' contradiction',' entailment',' neutral']",1
168,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not at any stage of the proceedings did she contemplate giving up. She did not contemplate giving up. Answer:","[' contradiction',' entailment',' neutral']",1
169,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not at any stage of the proceedings did she contemplate giving up. She contemplated giving up at some stages of the proceedings. Answer:","[' contradiction',' entailment',' neutral']",0
170,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not at any stage of the proceedings did she contemplate giving up. At no stage of the proceedings did she contemplate giving up. Answer:","[' contradiction',' entailment',' neutral']",1
171,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not at any stage of the proceedings did she contemplate giving up. She did not contemplate giving up at some stages of the proceedings. Answer:","[' contradiction',' entailment',' neutral']",1
172,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not for the first time, she felt utterly betrayed. She did not feel utterly betrayed for the first time. Answer:","[' contradiction',' entailment',' neutral']",1
173,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not for the first time, she felt utterly betrayed. She did not feel utterly betrayed for the second time. Answer:","[' contradiction',' entailment',' neutral']",2
174,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not for the first time, she felt utterly betrayed. She did not feel utterly betrayed for the twentieth time. Answer:","[' contradiction',' entailment',' neutral']",2
175,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not for the first time, she felt utterly betrayed. She had not felt utterly betrayed before. Answer:","[' contradiction',' entailment',' neutral']",0
176,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not for the first time, she felt utterly betrayed. She had felt utterly betrayed before. Answer:","[' contradiction',' entailment',' neutral']",1
177,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not for the first time, she felt utterly betrayed. She did not feel utterly betrayed. Answer:","[' contradiction',' entailment',' neutral']",0
178,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not for the first time, she felt utterly betrayed. She felt utterly betrayed for the first time. Answer:","[' contradiction',' entailment',' neutral']",0
179,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not for the first time, she felt utterly betrayed. She felt utterly betrayed for the second time. Answer:","[' contradiction',' entailment',' neutral']",2
180,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not for the first time, she felt utterly betrayed. She felt utterly betrayed for the twentieth time. Answer:","[' contradiction',' entailment',' neutral']",2
181,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not for the first time, she felt utterly betrayed. It was not the first time that she felt utterly betrayed. Answer:","[' contradiction',' entailment',' neutral']",1
182,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not an accomplished dancer, he moved rather clumsily. Though not an accomplished dancer, he did not move clumsily. Answer:","[' contradiction',' entailment',' neutral']",0
183,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not an accomplished dancer, he moved rather clumsily. Being an accomplished dancer, he did not move clumsily. Answer:","[' contradiction',' entailment',' neutral']",0
184,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not an accomplished dancer, he moved rather clumsily. Though being an accomplished dancer, he moved rather clumsily. Answer:","[' contradiction',' entailment',' neutral']",0
185,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not an accomplished dancer, he moved rather clumsily. He moved rather clumsily because he was not an accomplished dancer. Answer:","[' contradiction',' entailment',' neutral']",1
186,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not under any illusions about the matter, he continued to be cautious. Under some illusions about the matter, he did not continue to be cautious. Answer:","[' contradiction',' entailment',' neutral']",0
187,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not under any illusions about the matter, he continued to be cautious. Under some illusions about the matter, he continued to be cautious. Answer:","[' contradiction',' entailment',' neutral']",0
188,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not under any illusions about the matter, he continued to be cautious. Though not under any illusions about the matter, he did not continue to be cautious. Answer:","[' contradiction',' entailment',' neutral']",0
189,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not under any illusions about the matter, he continued to be cautious. He continued to be cautious because he was not under any illusions about the matter. Answer:","[' contradiction',' entailment',' neutral']",1
190,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not under any illusions about the matter, he continued to be cautious. He continued to be cautious. Answer:","[' contradiction',' entailment',' neutral']",1
191,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Not under any illusions about the matter, he continued to be cautious. He didn't continue to be cautious. Answer:","[' contradiction',' entailment',' neutral']",0
192,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. We need someone not afraid of taking risks. We do not need someone afraid of taking risks. Answer:","[' contradiction',' entailment',' neutral']",1
193,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. We need someone not afraid of taking risks. We do not need someone not afraid of taking risks. Answer:","[' contradiction',' entailment',' neutral']",0
194,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. We need someone not afraid of taking risks. We need someone afraid of taking risks. Answer:","[' contradiction',' entailment',' neutral']",0
195,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. There are spare blankets in here, not that you'll have any need of them. There are no spare blankets in here, not that you'll have any need of them. Answer:","[' contradiction',' entailment',' neutral']",0
196,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. There are spare blankets in here, not that you'll have any need of them. There are no spare blankets in here, you'll need them. Answer:","[' contradiction',' entailment',' neutral']",0
197,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. There are spare blankets in here, not that you'll have any need of them. There are spare blankets in here, you will not have any need of them. Answer:","[' contradiction',' entailment',' neutral']",1
198,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. There are spare blankets in here, not that you'll have any need of them. There are spare blankets in here, you'll need them. Answer:","[' contradiction',' entailment',' neutral']",0
199,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They are now leaving not on Friday, but on Saturday. They are now leaving on Friday, not on Saturday. Answer:","[' contradiction',' entailment',' neutral']",0
200,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They are now leaving not on Friday, but on Saturday. They are now leaving on Saturday instead of Friday. Answer:","[' contradiction',' entailment',' neutral']",1
201,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They are now leaving not on Friday, but on Saturday. They are now leaving not on Saturday, but on Friday. Answer:","[' contradiction',' entailment',' neutral']",0
202,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They are now leaving not on Friday, but on Saturday. They are now leaving on Saturday. Answer:","[' contradiction',' entailment',' neutral']",1
203,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They are now leaving not on Friday, but on Saturday. They are now not leaving on Saturday. Answer:","[' contradiction',' entailment',' neutral']",0
204,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They are now leaving not on Friday, but on Saturday. They are now leaving on Friday. Answer:","[' contradiction',' entailment',' neutral']",0
205,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They are now leaving on Saturday, not on Friday. They are now leaving not on Saturday, but on Friday. Answer:","[' contradiction',' entailment',' neutral']",0
206,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They are now leaving on Saturday, not on Friday. They are now leaving on Saturday instead of Friday. Answer:","[' contradiction',' entailment',' neutral']",1
207,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They are now leaving on Saturday, not on Friday. They are now leaving not on Friday, but on Saturday. Answer:","[' contradiction',' entailment',' neutral']",1
208,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They are now leaving on Saturday, not on Friday. They are now leaving on Saturday. Answer:","[' contradiction',' entailment',' neutral']",1
209,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They are now leaving on Saturday, not on Friday. They are now not leaving on Saturday. Answer:","[' contradiction',' entailment',' neutral']",0
210,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They are now leaving on Saturday, not on Friday. They are now not leaving on Friday. Answer:","[' contradiction',' entailment',' neutral']",1
211,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They've invited you and your brother, but not me. They've invited you and your brother, and me. Answer:","[' contradiction',' entailment',' neutral']",0
212,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They've invited you and your brother, but not me. They've invited not you and your brother, but me. Answer:","[' contradiction',' entailment',' neutral']",0
213,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They've invited you and your brother, but not me. They've invited not you and your brother, nor me. Answer:","[' contradiction',' entailment',' neutral']",0
214,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They've invited you and your brother, but not me. They've invited me. Answer:","[' contradiction',' entailment',' neutral']",0
215,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They've invited you and your brother, but not me. They've invited you. Answer:","[' contradiction',' entailment',' neutral']",1
216,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They've invited you and your brother, but not me. They've invited your brother. Answer:","[' contradiction',' entailment',' neutral']",1
217,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They've invited you and your brother, but not me. They have not invited me. Answer:","[' contradiction',' entailment',' neutral']",1
218,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They've invited you and your brother, but not me. They have not invited your brother. Answer:","[' contradiction',' entailment',' neutral']",0
219,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They've invited you and your brother, but not me. They have not invited you. Answer:","[' contradiction',' entailment',' neutral']",0
220,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They've invited you and your brother, but not me. They've invited you and me, but not your brother. Answer:","[' contradiction',' entailment',' neutral']",0
221,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. The night turned cold under a sky with stars that shone, not twinkled, in the diamond-clear air. The night turned cold under a sky with stars that twinkled, not shone, in the diamond-clear air. Answer:","[' contradiction',' entailment',' neutral']",0
222,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. The night turned cold under a sky with stars that shone, not twinkled, in the diamond-clear air. The night turned cold under a sky with stars that did not twinkle, but shone, in the diamond-clear air. Answer:","[' contradiction',' entailment',' neutral']",1
223,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. The night turned cold under a sky with stars that shone, not twinkled, in the diamond-clear air. The night turned cold under a sky with stars that did not shine, but twinkled, in the diamond-clear air. Answer:","[' contradiction',' entailment',' neutral']",0
224,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. The night turned cold under a sky with stars that shone, not twinkled, in the diamond-clear air. The night turned cold under a sky with stars that shone and twinkled in the diamond-clear air. Answer:","[' contradiction',' entailment',' neutral']",0
225,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. She rarely goes out these days. She doesn't go out often these days. Answer:","[' contradiction',' entailment',' neutral']",1
226,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. She rarely goes out these days. She never goes out these days. Answer:","[' contradiction',' entailment',' neutral']",0
227,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. She rarely goes out these days. She doesn't go out these days. Answer:","[' contradiction',' entailment',' neutral']",0
228,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. She rarely goes out these days. She goes out these days, but not often. Answer:","[' contradiction',' entailment',' neutral']",1
229,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. This phone hardly lags. This phone never lags. Answer:","[' contradiction',' entailment',' neutral']",0
230,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. This phone hardly lags. This phone does not lag. Answer:","[' contradiction',' entailment',' neutral']",0
231,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. This phone hardly lags. This phone does not lag often. Answer:","[' contradiction',' entailment',' neutral']",1
232,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. This phone hardly lags. This phone lags, but not often. Answer:","[' contradiction',' entailment',' neutral']",1
233,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Little of the liquid spilled. Not much of the liquid spilled. Answer:","[' contradiction',' entailment',' neutral']",1
234,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Little of the liquid spilled. None of the liquid spilled. Answer:","[' contradiction',' entailment',' neutral']",0
235,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Little of the liquid spilled. Lots of the liquid spilled. Answer:","[' contradiction',' entailment',' neutral']",0
236,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. Little of the liquid spilled. The liquid spilled, but not much. Answer:","[' contradiction',' entailment',' neutral']",1
237,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. One seldom sees such birds. One doesn't often see such birds. Answer:","[' contradiction',' entailment',' neutral']",1
238,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. One seldom sees such birds. One doesn't see such birds. Answer:","[' contradiction',' entailment',' neutral']",0
239,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. One seldom sees such birds. One sees such birds, but not often. Answer:","[' contradiction',' entailment',' neutral']",1
240,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. One seldom sees such birds. One never sees such birds. Answer:","[' contradiction',' entailment',' neutral']",0
241,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. None of them supported her. Few of them supported her. Answer:","[' contradiction',' entailment',' neutral']",0
242,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. None of them supported her. Not one of them supported her. Answer:","[' contradiction',' entailment',' neutral']",1
243,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. None of them supported her. One of them supported her. Answer:","[' contradiction',' entailment',' neutral']",0
244,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. None of them supported her. One of them did not support her. Answer:","[' contradiction',' entailment',' neutral']",1
245,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. None of them supported her. Two of them supported her. Answer:","[' contradiction',' entailment',' neutral']",0
246,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. None of them supported her. Two of them did not support her. Answer:","[' contradiction',' entailment',' neutral']",1
247,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. None of them supported her. Twenty of them supported her. Answer:","[' contradiction',' entailment',' neutral']",0
248,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. None of them supported her. Twenty of them did not support her. Answer:","[' contradiction',' entailment',' neutral']",1
249,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. You can not answer their letters: you're not legally required to respond. You can answer their letters. Answer:","[' contradiction',' entailment',' neutral']",2
250,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. You can not answer their letters. You don't have to answer their letters. Answer:","[' contradiction',' entailment',' neutral']",1
251,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They must not read it. It is required that they not read it. Answer:","[' contradiction',' entailment',' neutral']",1
252,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They must not read it. They need not read it. Answer:","[' contradiction',' entailment',' neutral']",2
253,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. They must not read it. They should not read it. Answer:","[' contradiction',' entailment',' neutral']",1
254,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. We were friends at no time. We were friends in no time. Answer:","[' contradiction',' entailment',' neutral']",0
255,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. We were friends at no time. We were not friends. Answer:","[' contradiction',' entailment',' neutral']",1
256,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. I can't stop reading this book. I am not reading this book. Answer:","[' contradiction',' entailment',' neutral']",0
257,"Determine whether the following pairs of sentences embody an entailment, contradiction, or neutral relation. I can't stop reading this book. I am reading this book. Answer:","[' contradiction',' entailment',' neutral']",1
